ID,CLASS,CRN,TREE,BRANCH,COURSE_CEILING,MAJOR,MAJOR2,SUBJ,NUMB,SEQ
1,SENI,25081,1,7,30,ENG,,AFR,101,0
1,SENI,25081,2,4,30,ENG,,AFR,101,0
1,SENI,25081,3,4,30,ENG,,AFR,101,0
1,SENI,25081,3,6,30,ENG,,AFR,101,0
1,SENI,25081,4,2,30,ENG,,AFR,101,0
2,SENI,25081,1,2,30,AFR,,AFR,101,0
2,SENI,25081,2,2,30,AFR,,AFR,101,0
3,SENI,25081,1,4,30,ENG,,AFR,101,0
3,SENI,25081,2,4,30,ENG,,AFR,101,0
